finding,school,key1,key2,detail1,detail2,detail3
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.GR.2.2,"",n_ukeys=21,n_missing_cqso=3,avg_shipped=0.6434 avg_correct=0.7506
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.GR.2.3,"",n_ukeys=67,n_missing_cqso=8,avg_shipped=0.7055 avg_correct=0.8012
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.GR.2.4,"",n_ukeys=20,n_missing_cqso=7,avg_shipped=0.5410 avg_correct=0.8322
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.M.1.1,"",n_ukeys=21,n_missing_cqso=2,avg_shipped=0.6712 avg_correct=0.7419
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.M.2.1,"",n_ukeys=28,n_missing_cqso=8,avg_shipped=0.4613 avg_correct=0.6459
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.M.2.2,"",n_ukeys=35,n_missing_cqso=10,avg_shipped=0.5157 avg_correct=0.7220
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.MAFS.3.NBT.1.2,"",n_ukeys=30,n_missing_cqso=3,avg_shipped=0.7434 avg_correct=0.8260
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.MAFS.3.NBT.1.3,"",n_ukeys=27,n_missing_cqso=8,avg_shipped=0.6055 avg_correct=0.8605
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.MAFS.3.OA.1.1,"",n_ukeys=12,n_missing_cqso=3,avg_shipped=0.6736 avg_correct=0.8982
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.MAFS.3.OA.2.5,"",n_ukeys=5,n_missing_cqso=2,avg_shipped=0.5017 avg_correct=0.8362
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.MAFS.3.OA.3.7,"",n_ukeys=26,n_missing_cqso=9,avg_shipped=0.5635 avg_correct=0.8618
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.NSO.1.1,"",n_ukeys=40,n_missing_cqso=20,avg_shipped=0.4400 avg_correct=0.8800
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.NSO.1.2,"",n_ukeys=27,n_missing_cqso=2,avg_shipped=0.5744 avg_correct=0.6204
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.NSO.1.4,"",n_ukeys=27,n_missing_cqso=2,avg_shipped=0.6976 avg_correct=0.7534
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.NSO.2.1,"",n_ukeys=72,n_missing_cqso=7,avg_shipped=0.6815 avg_correct=0.7549
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.NSO.2.2,"",n_ukeys=171,n_missing_cqso=36,avg_shipped=0.7104 avg_correct=0.8998
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.NSO.2.3,"",n_ukeys=61,n_missing_cqso=16,avg_shipped=0.6402 avg_correct=0.8678
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.3.NSO.2.4,"",n_ukeys=89,n_missing_cqso=18,avg_shipped=0.7215 avg_correct=0.9045
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.AR.1.2,"",n_ukeys=25,n_missing_cqso=8,avg_shipped=0.4937 avg_correct=0.7261
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.AR.3.1,"",n_ukeys=54,n_missing_cqso=24,avg_shipped=0.4163 avg_correct=0.7494
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.DP.1.1,"",n_ukeys=26,n_missing_cqso=6,avg_shipped=0.6066 avg_correct=0.7886
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.FR.1.4,"",n_ukeys=52,n_missing_cqso=11,avg_shipped=0.6299 avg_correct=0.7988
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.FR.2.2,"",n_ukeys=24,n_missing_cqso=7,avg_shipped=0.5755 avg_correct=0.8125
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.FR.2.4,"",n_ukeys=38,n_missing_cqso=4,avg_shipped=0.7947 avg_correct=0.8882
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.GR.1,"",n_ukeys=32,n_missing_cqso=2,avg_shipped=0.8024 avg_correct=0.8559
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.GR.2.1,"",n_ukeys=55,n_missing_cqso=8,avg_shipped=0.6284 avg_correct=0.7353
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.GR.2.2,"",n_ukeys=6,n_missing_cqso=2,avg_shipped=0.4935 avg_correct=0.7402
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.M.1.1,"",n_ukeys=19,n_missing_cqso=4,avg_shipped=0.6649 avg_correct=0.8422
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.M.1.2,"",n_ukeys=48,n_missing_cqso=17,avg_shipped=0.5115 avg_correct=0.7920
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.M.2.1,"",n_ukeys=45,n_missing_cqso=14,avg_shipped=0.5585 avg_correct=0.8108
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.MAFS.4.NBT.2.5,"",n_ukeys=37,n_missing_cqso=4,avg_shipped=0.6982 avg_correct=0.7829
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.MAFS.4.NBT.2.6,"",n_ukeys=42,n_missing_cqso=8,avg_shipped=0.6383 avg_correct=0.7885
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.MAFS.4.NF.2.3.b,"",n_ukeys=23,n_missing_cqso=13,avg_shipped=0.3141 avg_correct=0.7225
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.NSO.1.3,"",n_ukeys=7,n_missing_cqso=3,avg_shipped=0.4223 avg_correct=0.7390
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.NSO.2,"",n_ukeys=83,n_missing_cqso=22,avg_shipped=0.5981 avg_correct=0.8138
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.NSO.2.1,"",n_ukeys=26,n_missing_cqso=6,avg_shipped=0.6357 avg_correct=0.8264
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.4.NSO.2.2,"",n_ukeys=73,n_missing_cqso=14,avg_shipped=0.6721 avg_correct=0.8316
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.AR.1.1,"",n_ukeys=5,n_missing_cqso=1,avg_shipped=0.3674 avg_correct=0.4592
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.AR.1.2,"",n_ukeys=56,n_missing_cqso=4,avg_shipped=0.7967 avg_correct=0.8580
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.AR.2.1,"",n_ukeys=29,n_missing_cqso=10,avg_shipped=0.5461 avg_correct=0.8334
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.AR.2.2,"",n_ukeys=32,n_missing_cqso=12,avg_shipped=0.5420 avg_correct=0.8672
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.AR.2.3,"",n_ukeys=15,n_missing_cqso=5,avg_shipped=0.5485 avg_correct=0.8228
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.AR.3.2,"",n_ukeys=22,n_missing_cqso=4,avg_shipped=0.7721 avg_correct=0.9437
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.DP.1.1,"",n_ukeys=42,n_missing_cqso=14,avg_shipped=0.5748 avg_correct=0.8622
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.DP.1.2,"",n_ukeys=83,n_missing_cqso=29,avg_shipped=0.5311 avg_correct=0.8164
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.FR.2.2,"",n_ukeys=32,n_missing_cqso=1,avg_shipped=0.7721 avg_correct=0.7970
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.FR.2.4,"",n_ukeys=31,n_missing_cqso=9,avg_shipped=0.5999 avg_correct=0.8453
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.GR.1,"",n_ukeys=40,n_missing_cqso=6,avg_shipped=0.7152 avg_correct=0.8414
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.GR.1.2,"",n_ukeys=12,n_missing_cqso=6,avg_shipped=0.4294 avg_correct=0.8587
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.GR.2.1,"",n_ukeys=43,n_missing_cqso=2,avg_shipped=0.8124 avg_correct=0.8520
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.GR.3,"",n_ukeys=51,n_missing_cqso=7,avg_shipped=0.7560 avg_correct=0.8763
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.GR.3.1,"",n_ukeys=37,n_missing_cqso=3,avg_shipped=0.7945 avg_correct=0.8647
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.M.1.1,"",n_ukeys=22,n_missing_cqso=4,avg_shipped=0.5962 avg_correct=0.7287
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.MAFS.5.NBT.1.2,"",n_ukeys=9,n_missing_cqso=1,avg_shipped=0.6528 avg_correct=0.7344
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.MAFS.5.NBT.1.4,"",n_ukeys=7,n_missing_cqso=1,avg_shipped=0.7464 avg_correct=0.8708
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.MAFS.5.NBT.2.5,"",n_ukeys=13,n_missing_cqso=2,avg_shipped=0.7269 avg_correct=0.8591
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.MAFS.5.NBT.2.7,"",n_ukeys=86,n_missing_cqso=8,avg_shipped=0.7410 avg_correct=0.8170
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.NSO.1.5,"",n_ukeys=14,n_missing_cqso=2,avg_shipped=0.7323 avg_correct=0.8543
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.NSO.2.1,"",n_ukeys=26,n_missing_cqso=4,avg_shipped=0.7096 avg_correct=0.8386
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.5.NSO.2.4,"",n_ukeys=130,n_missing_cqso=15,avg_shipped=0.7189 avg_correct=0.8127
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.1.1,"",n_ukeys=44,n_missing_cqso=22,avg_shipped=0.3672 avg_correct=0.7344
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.1.2,"",n_ukeys=15,n_missing_cqso=4,avg_shipped=0.4487 avg_correct=0.6119
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.1.3,"",n_ukeys=22,n_missing_cqso=4,avg_shipped=0.5041 avg_correct=0.6161
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.1.4,"",n_ukeys=18,n_missing_cqso=2,avg_shipped=0.4064 avg_correct=0.4572
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.2,"",n_ukeys=68,n_missing_cqso=17,avg_shipped=0.4679 avg_correct=0.6238
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.2.2,"",n_ukeys=25,n_missing_cqso=8,avg_shipped=0.4871 avg_correct=0.7164
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.2.3,"",n_ukeys=40,n_missing_cqso=13,avg_shipped=0.4262 avg_correct=0.6315
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.3.1,"",n_ukeys=22,n_missing_cqso=2,avg_shipped=0.6463 avg_correct=0.7109
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.3.2,"",n_ukeys=20,n_missing_cqso=2,avg_shipped=0.7413 avg_correct=0.8236
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.3.3,"",n_ukeys=30,n_missing_cqso=8,avg_shipped=0.4596 avg_correct=0.6267
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.3.4,"",n_ukeys=69,n_missing_cqso=16,avg_shipped=0.6237 avg_correct=0.8119
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.AR.3.5,"",n_ukeys=47,n_missing_cqso=13,avg_shipped=0.5634 avg_correct=0.7789
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.DP.1,"",n_ukeys=51,n_missing_cqso=15,avg_shipped=0.5417 avg_correct=0.7674
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.DP.1.2,"",n_ukeys=78,n_missing_cqso=25,avg_shipped=0.5136 avg_correct=0.7558
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.DP.1.3,"",n_ukeys=29,n_missing_cqso=13,avg_shipped=0.4121 avg_correct=0.7470
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.DP.1.5,"",n_ukeys=52,n_missing_cqso=19,avg_shipped=0.4831 avg_correct=0.7613
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.DP.1.6,"",n_ukeys=56,n_missing_cqso=19,avg_shipped=0.4628 avg_correct=0.7004
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.GR.1.1,"",n_ukeys=56,n_missing_cqso=12,avg_shipped=0.6407 avg_correct=0.8154
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.GR.1.2,"",n_ukeys=42,n_missing_cqso=8,avg_shipped=0.6322 avg_correct=0.7810
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.GR.1.3,"",n_ukeys=9,n_missing_cqso=2,avg_shipped=0.4672 avg_correct=0.6007
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.GR.2.2,"",n_ukeys=58,n_missing_cqso=4,avg_shipped=0.6084 avg_correct=0.6534
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.GR.2.3,"",n_ukeys=26,n_missing_cqso=6,avg_shipped=0.5889 avg_correct=0.7655
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.GR.2.4,"",n_ukeys=32,n_missing_cqso=11,avg_shipped=0.4661 avg_correct=0.7103
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.MAFS.6.G.1.1,"",n_ukeys=31,n_missing_cqso=2,avg_shipped=0.6230 avg_correct=0.6660
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.MAFS.6.G.1.3,"",n_ukeys=2,n_missing_cqso=1,avg_shipped=0.1486 avg_correct=0.2973
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.MAFS.6.NS.1.1,"",n_ukeys=24,n_missing_cqso=1,avg_shipped=0.6815 avg_correct=0.7111
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.MAFS.6.NS.2.2,"",n_ukeys=4,n_missing_cqso=2,avg_shipped=0.4287 avg_correct=0.8574
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.MAFS.6.NS.2.3,"",n_ukeys=24,n_missing_cqso=6,avg_shipped=0.6299 avg_correct=0.8398
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.MAFS.6.NS.3.6.c,"",n_ukeys=24,n_missing_cqso=8,avg_shipped=0.4827 avg_correct=0.7240
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.MAFS.6.NS.3.7.b,"",n_ukeys=36,n_missing_cqso=7,avg_shipped=0.5422 avg_correct=0.6731
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.MAFS.6.NS.3.8,"",n_ukeys=3,n_missing_cqso=1,avg_shipped=0.5272 avg_correct=0.7908
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.MAFS.6.RP.1.3.d,"",n_ukeys=16,n_missing_cqso=3,avg_shipped=0.7131 avg_correct=0.8776
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.MAFS.6.SP.2.5.a,"",n_ukeys=69,n_missing_cqso=29,avg_shipped=0.4496 avg_correct=0.7755
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.NSO.1.1,"",n_ukeys=51,n_missing_cqso=6,avg_shipped=0.6356 avg_correct=0.7203
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.NSO.1.2,"",n_ukeys=36,n_missing_cqso=10,avg_shipped=0.6152 avg_correct=0.8518
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.NSO.1.3,"",n_ukeys=25,n_missing_cqso=6,avg_shipped=0.5712 avg_correct=0.7516
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.NSO.1.4,"",n_ukeys=18,n_missing_cqso=6,avg_shipped=0.3795 avg_correct=0.5692
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.NSO.2,"",n_ukeys=84,n_missing_cqso=8,avg_shipped=0.6937 avg_correct=0.7668
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.NSO.2.1,"",n_ukeys=46,n_missing_cqso=10,avg_shipped=0.6536 avg_correct=0.8352
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.NSO.2.3,"",n_ukeys=58,n_missing_cqso=10,avg_shipped=0.5456 avg_correct=0.6593
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.NSO.3.2,"",n_ukeys=4,n_missing_cqso=1,avg_shipped=0.4163 avg_correct=0.5551
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.NSO.3.3,"",n_ukeys=10,n_missing_cqso=3,avg_shipped=0.5641 avg_correct=0.8059
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.NSO.4.1,"",n_ukeys=37,n_missing_cqso=3,avg_shipped=0.7256 avg_correct=0.7896
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.6.NSO.4.2,"",n_ukeys=39,n_missing_cqso=3,avg_shipped=0.7737 avg_correct=0.8381
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.AR.2.1,"",n_ukeys=49,n_missing_cqso=15,avg_shipped=0.4599 avg_correct=0.6628
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.AR.3.1,"",n_ukeys=69,n_missing_cqso=16,avg_shipped=0.4922 avg_correct=0.6408
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.AR.3.2,"",n_ukeys=52,n_missing_cqso=14,avg_shipped=0.5772 avg_correct=0.7898
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.AR.3.3,"",n_ukeys=28,n_missing_cqso=12,avg_shipped=0.3998 avg_correct=0.6997
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.AR.4,"",n_ukeys=62,n_missing_cqso=14,avg_shipped=0.5875 avg_correct=0.7589
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.AR.4.1,"",n_ukeys=17,n_missing_cqso=4,avg_shipped=0.7011 avg_correct=0.9168
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.AR.4.3,"",n_ukeys=17,n_missing_cqso=10,avg_shipped=0.3676 avg_correct=0.8928
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.AR.4.5,"",n_ukeys=22,n_missing_cqso=3,avg_shipped=0.6794 avg_correct=0.7867
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.DP.1.1,"",n_ukeys=14,n_missing_cqso=5,avg_shipped=0.5147 avg_correct=0.8007
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.DP.1.2,"",n_ukeys=49,n_missing_cqso=19,avg_shipped=0.4559 avg_correct=0.7447
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.DP.1.3,"",n_ukeys=8,n_missing_cqso=1,avg_shipped=0.6118 avg_correct=0.6992
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.DP.1.4,"",n_ukeys=15,n_missing_cqso=10,avg_shipped=0.2139 avg_correct=0.6418
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.DP.1.5,"",n_ukeys=33,n_missing_cqso=12,avg_shipped=0.4488 avg_correct=0.7052
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.DP.2,"",n_ukeys=38,n_missing_cqso=12,avg_shipped=0.5366 avg_correct=0.7843
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.DP.2.2,"",n_ukeys=16,n_missing_cqso=5,avg_shipped=0.5963 avg_correct=0.8674
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.DP.2.3,"",n_ukeys=26,n_missing_cqso=9,avg_shipped=0.5151 avg_correct=0.7878
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.GR.1,"",n_ukeys=64,n_missing_cqso=8,avg_shipped=0.6413 avg_correct=0.7329
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.GR.1.1,"",n_ukeys=22,n_missing_cqso=2,avg_shipped=0.6677 avg_correct=0.7345
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.GR.1.3,"",n_ukeys=12,n_missing_cqso=4,avg_shipped=0.4896 avg_correct=0.7345
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.GR.2.1,"",n_ukeys=14,n_missing_cqso=4,avg_shipped=0.6051 avg_correct=0.8471
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.GR.2.3,"",n_ukeys=27,n_missing_cqso=4,avg_shipped=0.7400 avg_correct=0.8687
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.MAFS.7.G.2.4,"",n_ukeys=8,n_missing_cqso=2,avg_shipped=0.6176 avg_correct=0.8235
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.MAFS.7.G.2.6,"",n_ukeys=8,n_missing_cqso=2,avg_shipped=0.5741 avg_correct=0.7654
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.MAFS.7.RP.1.1,"",n_ukeys=18,n_missing_cqso=5,avg_shipped=0.5761 avg_correct=0.7977
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.MAFS.7.RP.1.2.a,"",n_ukeys=41,n_missing_cqso=11,avg_shipped=0.5740 avg_correct=0.7845
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.MAFS.7.SP.3.7.a,"",n_ukeys=2,n_missing_cqso=1,avg_shipped=0.4219 avg_correct=0.8438
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.NSO.1.1,"",n_ukeys=30,n_missing_cqso=12,avg_shipped=0.4363 avg_correct=0.7271
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.NSO.2.2,"",n_ukeys=92,n_missing_cqso=2,avg_shipped=0.8165 avg_correct=0.8347
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.7.NSO.2.3,"",n_ukeys=116,n_missing_cqso=2,avg_shipped=0.7803 avg_correct=0.7940
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.8.AR.1.1,"",n_ukeys=11,n_missing_cqso=7,avg_shipped=0.2554 avg_correct=0.7023
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.8.AR.2.2,"",n_ukeys=2,n_missing_cqso=1,avg_shipped=0.4600 avg_correct=0.9200
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.8.DP.2.3,"",n_ukeys=5,n_missing_cqso=2,avg_shipped=0.4226 avg_correct=0.7043
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.8.NSO.1.2,"",n_ukeys=10,n_missing_cqso=4,avg_shipped=0.4965 avg_correct=0.8274
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.8.NSO.1.3,"",n_ukeys=11,n_missing_cqso=7,avg_shipped=0.2554 avg_correct=0.7023
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.AR.1.7,"",n_ukeys=36,n_missing_cqso=5,avg_shipped=0.7090 avg_correct=0.8234
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.AR.2.2,"",n_ukeys=25,n_missing_cqso=2,avg_shipped=0.7154 avg_correct=0.7776
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.AR.2.8,"",n_ukeys=10,n_missing_cqso=2,avg_shipped=0.4608 avg_correct=0.5760
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.AR.3.6,"",n_ukeys=32,n_missing_cqso=11,avg_shipped=0.4168 avg_correct=0.6350
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.AR.5.3,"",n_ukeys=4,n_missing_cqso=3,avg_shipped=0.1964 avg_correct=0.7857
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.AR.5.5,"",n_ukeys=8,n_missing_cqso=2,avg_shipped=0.5822 avg_correct=0.7763
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.AR.5.6,"",n_ukeys=8,n_missing_cqso=4,avg_shipped=0.3263 avg_correct=0.6525
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.AR.6.6,"",n_ukeys=31,n_missing_cqso=15,avg_shipped=0.4747 avg_correct=0.9198
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.AR.9.2,"",n_ukeys=8,n_missing_cqso=4,avg_shipped=0.3502 avg_correct=0.7004
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.DP.1.1,"",n_ukeys=9,n_missing_cqso=2,avg_shipped=0.4234 avg_correct=0.5444
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.DP.1.2,"",n_ukeys=6,n_missing_cqso=2,avg_shipped=0.3840 avg_correct=0.5760
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.DP.1.3,"",n_ukeys=20,n_missing_cqso=4,avg_shipped=0.7063 avg_correct=0.8829
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.DP.2.1,"",n_ukeys=8,n_missing_cqso=2,avg_shipped=0.3542 avg_correct=0.4723
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.DP.2.8,"",n_ukeys=14,n_missing_cqso=7,avg_shipped=0.3392 avg_correct=0.6784
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.DP.2.9,"",n_ukeys=13,n_missing_cqso=7,avg_shipped=0.3226 avg_correct=0.6991
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.DP.3.1,"",n_ukeys=8,n_missing_cqso=2,avg_shipped=0.3995 avg_correct=0.5326
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.F.1.6,"",n_ukeys=16,n_missing_cqso=7,avg_shipped=0.3564 avg_correct=0.6336
F2_std_summary_zero_poison,Athenian Academy of Technology and the Arts,MA.912.F.1.7,"",n_ukeys=8,n_missing_cqso=3,avg_shipped=0.3626 avg_correct=0.5802
