school,schoology_standard,num_ukeys,missing_ukeys,shipped_pct,correct_pct,understated_pp
Athenian Academy of Technology and the Arts,MA.6.AR.3.2,20,2,74.13,82.36,8.23
Athenian Academy of Technology and the Arts,MA.3.DP.1.2,20,2,74.04,82.26,8.22
Athenian Academy of Technology and the Arts,MA.2.AR.3.2,22,2,81.60,89.76,8.16
Athenian Academy of Technology and the Arts,MA.5.MAFS.5.NBT.1.2,9,1,65.28,73.44,8.16
Central Florida Preparatory School,SC.7.E.6.2,17,2,61.10,69.25,8.15
Athenian Academy of Technology and the Arts,MAFS.4.MD.1.3,24,3,56.70,64.80,8.10
Crestwell School,ELA.4.V.1.3,58,6,69.49,77.51,8.02
Central Florida Preparatory School,SC.4.L.17.4,14,2,47.97,55.97,8.00
Crestwell School,ELA.4.R.2.4,20,2,71.82,79.80,7.98
Crestwell School,ELA.4.R.2.1,58,6,68.92,76.87,7.95
Athenian Academy of Technology and the Arts,ELA.3.R.3.1,22,1,77.96,85.75,7.79
Central Florida Preparatory School,MA.8.GR.2.3,9,1,62.07,69.83,7.76
Athenian Academy of Technology and the Arts,ELA.3.R.1.4,8,1,54.07,61.79,7.72
Athenian Academy of Technology and the Arts,ELA.7.R.1,150,16,64.21,71.88,7.67
Athenian Academy of Technology and the Arts,MA.5.MAFS.5.NBT.2.7,86,8,74.10,81.70,7.60
Central Florida Preparatory School,SS.912.W.5.6,12,1,83.33,90.91,7.58
Athenian Academy of Technology and the Arts,SS.7.E.1.5,20,2,68.13,75.70,7.57
Athenian Academy of Technology and the Arts,SCI.3.SC.3.P.8.1,10,1,67.73,75.26,7.53
Crestwell School,MA.2.NSO.2.1,9,1,59.47,66.91,7.44
Central Florida Preparatory School,AI.MA.912.AR.1.2,6,1,37.15,44.58,7.43
Central Florida Preparatory School,MA.912.GR.2.8,3,2,3.70,11.11,7.41
Central Florida Preparatory School,MA.912.F.1.8,9,1,59.15,66.54,7.39
Athenian Academy of Technology and the Arts,MA.3.NSO.2.1,72,7,68.15,75.49,7.34
Athenian Academy of Technology and the Arts,MA.6.NSO.2,84,8,69.37,76.68,7.31
Athenian Academy of Technology and the Arts,MA.1.MAFS.1.OA.1.1,24,2,80.10,87.39,7.29
Athenian Academy of Technology and the Arts,MA.K.NSO.1.2,37,3,82.44,89.72,7.28
Crestwell School,ELA.4.V.1.2,43,4,70.71,77.97,7.26
Athenian Academy of Technology and the Arts,ELA.8.R.1.4,117,12,63.56,70.82,7.26
Central Florida Preparatory School,MA.4.NSO.2.1,11,1,71.38,78.52,7.14
Athenian Academy of Technology and the Arts,SOC.7.SS.7.C.2.10,11,1,71.43,78.57,7.14
Central Florida Preparatory School,MA.7.AR.3.1,9,1,56.60,63.67,7.07
Athenian Academy of Technology and the Arts,MA.3.M.1.1,21,2,67.12,74.19,7.07
Athenian Academy of Technology and the Arts,MA.1.NSO.1.4,44,4,70.44,77.49,7.05
Athenian Academy of Technology and the Arts,MA.5.GR.3.1,37,3,79.45,86.47,7.02
Athenian Academy of Technology and the Arts,MAFS.6.NS.2.4,10,1,62.32,69.24,6.92
Central Florida Preparatory School,SC.2.P.13.1,12,1,75.53,82.40,6.87
Athenian Academy of Technology and the Arts,ELA.5.R.1.3,35,3,73.03,79.87,6.84
Athenian Academy of Technology and the Arts,ELA.6.R.2.2,87,8,67.52,74.36,6.84
Athenian Academy of Technology and the Arts,MA.7.GR.1.1,22,2,66.77,73.45,6.68
Central Florida Preparatory School,Other,124,10,68.67,75.30,6.63
Crestwell School,MA.1.AR.1.1,13,1,79.19,85.79,6.60
Central Florida Preparatory School,ELA.9.V.1.3,9,1,52.87,59.47,6.60
Central Florida Preparatory School,ELA.8.R.3.4,9,1,51.78,58.25,6.47
Athenian Academy of Technology and the Arts,MA.6.AR.3.1,22,2,64.63,71.09,6.46
Athenian Academy of Technology and the Arts,MA.6.NSO.4.2,39,3,77.37,83.81,6.44
Athenian Academy of Technology and the Arts,MA.6.NSO.4.1,37,3,72.56,78.96,6.40
Central Florida Preparatory School,ELA.3.R.3.3,13,2,34.71,41.03,6.32
Crestwell School,ELA.5.C.3.1,73,6,70.52,76.83,6.31
Athenian Academy of Technology and the Arts,MA.2.MAFS.2.OA.3.4,13,1,75.53,81.83,6.30
Central Florida Preparatory School,ELA.3.R.1.1,19,2,53.37,59.65,6.28
Athenian Academy of Technology and the Arts,ELA.2.R.3.2.a,11,1,62.49,68.74,6.25
Athenian Academy of Technology and the Arts,MA.912.AR.2.2,25,2,71.54,77.76,6.22
Athenian Academy of Technology and the Arts,ELA.2.R.2.1,81,7,64.89,71.03,6.14
Athenian Academy of Technology and the Arts,MA.5.AR.1.2,56,4,79.67,85.80,6.13
Athenian Academy of Technology and the Arts,ELA.7.R.2.4,46,4,62.71,68.69,5.98
Central Florida Preparatory School,MA.8.NSO.1.2,9,1,46.95,52.82,5.87
Central Florida Preparatory School,MA.4.AR.1.1,10,1,52.47,58.30,5.83
Athenian Academy of Technology and the Arts,AI.MA.912.AR.9.1,28,2,74.25,79.97,5.72
Athenian Academy of Technology and the Arts,AI.MA.912.AR.2.4,27,2,71.15,76.84,5.69
Crestwell School,ELA.5.R.1.1,12,1,61.98,67.61,5.63
Central Florida Preparatory School,ELA.2.R.2.2,26,2,67.46,73.09,5.63
Central Florida Preparatory School,SOC.8.SS.8.A.3.10,15,1,78.85,84.48,5.63
Athenian Academy of Technology and the Arts,MA.3.NSO.1.4,27,2,69.76,75.34,5.58
Athenian Academy of Technology and the Arts,SOC.7.SS.7.C.3.8,16,1,82.55,88.05,5.50
Athenian Academy of Technology and the Arts,MA.4.GR.1,32,2,80.24,85.59,5.35
Central Florida Preparatory School,ELA.1.V.1.3,45,3,74.62,79.95,5.33
Central Florida Preparatory School,ELA.8.R.2,21,2,49.40,54.60,5.20
Athenian Academy of Technology and the Arts,ELA.4.R.2.4,28,2,67.40,72.59,5.19
Crestwell School,ELA.4.R.3.1,45,3,72.49,77.67,5.18
Athenian Academy of Technology and the Arts,MA.6.AR.1.4,18,2,40.64,45.72,5.08
Central Florida Preparatory School,ELA.8.R.2.2,23,2,52.56,57.57,5.01
Athenian Academy of Technology and the Arts,SOC.7.SS.7.C.2.3,16,1,75.01,80.01,5.00
Athenian Academy of Technology and the Arts,SS.7.G.2.3,17,1,79.48,84.45,4.97
Central Florida Preparatory School,MA.912.GR.1.2,11,1,49.59,54.55,4.96
Athenian Academy of Technology and the Arts,ELA.4.R.2.3,16,1,72.82,77.67,4.85
Athenian Academy of Technology and the Arts,ELA.5.R.2.1,91,6,68.02,72.82,4.80
Athenian Academy of Technology and the Arts,ELA.6.R.1.3,63,4,70.90,75.70,4.80
Athenian Academy of Technology and the Arts,MA.K.NSO.1.1,132,7,84.32,89.04,4.72
Crestwell School,ELA.3.R.1.1,33,2,72.89,77.59,4.70
Athenian Academy of Technology and the Arts,AI.MA.912.AR.2.6,32,2,70.23,74.91,4.68
Central Florida Preparatory School,SCI.2.SC.2.N.1.1,17,1,73.90,78.52,4.62
Athenian Academy of Technology and the Arts,MA.3.NSO.1.2,27,2,57.44,62.04,4.60
Athenian Academy of Technology and the Arts,MA.6.GR.2.2,58,4,60.84,65.34,4.50
Athenian Academy of Technology and the Arts,ELA.6.R.2.1,126,8,66.31,70.81,4.50
Athenian Academy of Technology and the Arts,SC.2.P.8.1,21,1,89.40,93.87,4.47
Athenian Academy of Technology and the Arts,ELA.7.R.1.2,60,4,61.61,66.01,4.40
Crestwell School,ELA.4.R.1.2,17,1,70.30,74.69,4.39
Central Florida Preparatory School,MA.1.AR.1.2,20,1,83.28,87.67,4.39
Athenian Academy of Technology and the Arts,MA.1.MAFS.1.NBT.2.3,17,1,70.02,74.40,4.38
Central Florida Preparatory School,MA.912.T.1.2,15,1,60.47,64.78,4.31
Athenian Academy of Technology and the Arts,MA.6.MAFS.6.G.1.1,31,2,62.30,66.60,4.30
Athenian Academy of Technology and the Arts,ELA.4.R.1.1,150,8,76.34,80.64,4.30
Athenian Academy of Technology and the Arts,SCI.5.SC.5.P.13.1,20,1,80.94,85.20,4.26
Athenian Academy of Technology and the Arts,ELA.7.R.2.1,99,6,65.50,69.72,4.22
Crestwell School,ELA.3.R.2.1,51,3,65.74,69.85,4.11
Crestwell School,ELA.5.R.2.1,32,2,61.55,65.65,4.10
Athenian Academy of Technology and the Arts,MA.3.FR.1.2,19,1,73.47,77.56,4.09
Crestwell School,ELA.5.V.1.2,20,1,76.36,80.38,4.02
Athenian Academy of Technology and the Arts,MA.5.GR.2.1,43,2,81.24,85.20,3.96
Athenian Academy of Technology and the Arts,SC.3.N.1.3,42,2,79.21,83.17,3.96
Athenian Academy of Technology and the Arts,ELA.6.R.3.1,39,2,71.33,75.18,3.85
Athenian Academy of Technology and the Arts,MA.3.DP.1.1,45,2,80.51,84.25,3.74
Crestwell School,ELA.5.R.2.2,21,1,72.58,76.21,3.63
Athenian Academy of Technology and the Arts,SCI.2.SC.2.N.1.2,26,1,88.23,91.76,3.53
Athenian Academy of Technology and the Arts,ELA.4.R.2.1,89,4,72.84,76.27,3.43
Athenian Academy of Technology and the Arts,ELA.3.V.1.2,75,3,81.52,84.91,3.39
Athenian Academy of Technology and the Arts,ELA.6.R.1,46,2,73.95,77.31,3.36
Athenian Academy of Technology and the Arts,SCI.2.SC.2.N.1.1,46,2,73.73,77.08,3.35
Athenian Academy of Technology and the Arts,SC.3.L.14.2,26,1,83.55,86.89,3.34
Athenian Academy of Technology and the Arts,ELA.6.V.1.3,44,2,67.36,70.56,3.20
Athenian Academy of Technology and the Arts,ELA.K.R.1.1,102,4,78.04,81.23,3.19
Athenian Academy of Technology and the Arts,ELA.8.R.1.3,52,2,75.73,78.76,3.03
Athenian Academy of Technology and the Arts,MA.6.MAFS.6.NS.1.1,24,1,68.15,71.11,2.96
Athenian Academy of Technology and the Arts,MAFS.7.NS.1.2,26,1,73.72,76.67,2.95
Athenian Academy of Technology and the Arts,MA.1.M.1.1,30,1,84.53,87.45,2.92
Central Florida Preparatory School,ELA.1.R.2.2,28,1,77.63,80.51,2.88
Athenian Academy of Technology and the Arts,ELA.7.R.1.4,98,4,65.01,67.78,2.77
Central Florida Preparatory School,ELA.1.R.2.1,28,1,74.08,76.83,2.75
Central Florida Preparatory School,ELA.8.R.2.1,23,1,59.83,62.55,2.72
Crestwell School,ELA.K12.EE.1.1,56,2,72.55,75.24,2.69
Athenian Academy of Technology and the Arts,ELA.5.V.1.2,60,2,77.96,80.65,2.69
Athenian Academy of Technology and the Arts,ELA.2.R.2.2,52,2,65.69,68.31,2.62
Athenian Academy of Technology and the Arts,MAFS.5.NBT.2.6,28,1,69.46,72.04,2.58
Athenian Academy of Technology and the Arts,ELA.3.R.1.1,130,4,80.75,83.32,2.57
Athenian Academy of Technology and the Arts,MA.5.FR.2.2,32,1,77.21,79.70,2.49
Athenian Academy of Technology and the Arts,ELA.5.R.3.1,32,1,74.93,77.35,2.42
Athenian Academy of Technology and the Arts,ELA.7.R.3.1,60,2,67.17,69.49,2.32
Athenian Academy of Technology and the Arts,ELA.3.V.1.3,112,3,80.77,82.99,2.22
Athenian Academy of Technology and the Arts,SCI.K.SC.K.N.1.2,128,3,90.82,93.00,2.18
Athenian Academy of Technology and the Arts,ELA.5.C.3.1,195,5,81.82,83.97,2.15
Athenian Academy of Technology and the Arts,ELA.5.V.1.3,119,3,81.72,83.83,2.11
Central Florida Preparatory School,SOC.9-12.SS.912.A.6.11,40,1,80.55,82.62,2.07
Athenian Academy of Technology and the Arts,ELA.3.R.2.3,38,1,74.74,76.76,2.02
Athenian Academy of Technology and the Arts,ELA.4.R.3.1,75,2,70.44,72.37,1.93
Athenian Academy of Technology and the Arts,MA.7.NSO.2.2,92,2,81.65,83.47,1.82
Athenian Academy of Technology and the Arts,ELA.4.R.1.2,46,1,80.94,82.74,1.80
Athenian Academy of Technology and the Arts,ELA.6.R.1.4,41,1,71.99,73.79,1.80
Athenian Academy of Technology and the Arts,ELA.8.R.1.2,44,1,74.76,76.49,1.73
Athenian Academy of Technology and the Arts,ELA.3.R.2.1,83,2,69.15,70.86,1.71
Athenian Academy of Technology and the Arts,ELA.2.R.2.3,40,1,66.18,67.88,1.70
Crestwell School,ELA.3.V.1.3,51,1,82.20,83.85,1.65
Athenian Academy of Technology and the Arts,ELA.2.R.2.4,43,1,66.01,67.58,1.57
Athenian Academy of Technology and the Arts,ELA.3.C.3.1,211,4,78.63,80.15,1.52
Athenian Academy of Technology and the Arts,ELA.K12.EE.1.1,409,9,65.19,66.66,1.47
Athenian Academy of Technology and the Arts,MA.7.NSO.2.3,116,2,78.03,79.40,1.37
Athenian Academy of Technology and the Arts,ELA.2.V.1.3,128,2,76.70,77.92,1.22
Athenian Academy of Technology and the Arts,ELA.2.V.1.2,65,1,78.55,79.77,1.22
Athenian Academy of Technology and the Arts,ELA.4.C.3.1,198,3,75.36,76.52,1.16
Athenian Academy of Technology and the Arts,ELA.4.V.1.2,66,1,74.75,75.90,1.15
Athenian Academy of Technology and the Arts,ELA.K.F.1.4,483,6,89.81,90.94,1.13
Athenian Academy of Technology and the Arts,ELA.5.R.1.1,75,1,76.75,77.79,1.04
Central Florida Preparatory School,ELA.K12.EE.2.1,85,1,73.55,74.43,0.88
Athenian Academy of Technology and the Arts,ELA.4.V.1.3,108,1,77.82,78.55,0.73
Crestwell School,ELA.3.C.3.1,130,1,78.86,79.47,0.61
Athenian Academy of Technology and the Arts,ELA.5.R.2.2,149,1,79.41,79.95,0.54
Athenian Academy of Technology and the Arts,ELA.K12.EE.3.1,384,2,75.76,76.15,0.39
Athenian Academy of Technology and the Arts,ELA.2.C.3.1,227,1,70.40,70.71,0.31
Central Florida Preparatory School,MA.6.NSO.2,6,2,0.00,0.00,0.00
Crestwell School,MA.1.NSO.1.4,12,4,0.00,0.00,0.00
Central Florida Preparatory School,SS.6.G.4.2,1,1,0.00,,
Athenian Academy of Technology and the Arts,MA.9-12.MAFS.912.N-RN.1.1,2,2,0.00,,
Athenian Academy of Technology and the Arts,SOC.8.SS.8.A.1,1,1,0.00,,
Athenian Academy of Technology and the Arts,MA.9-12.MAFS.912.F-IF.1.2,3,3,0.00,,
Crestwell School,MA.2.FR.1.2,6,6,0.00,,
Central Florida Preparatory School,SCI.5.SC.5.P.11.2,1,1,0.00,,
